True News,Count,Percentage,Precision,Recall,F1,Accuracy,,,,,,,,,,,,,,,Fake News,Count,Percentage,Precision,Recall,F1,Accuracy,Unknow,Count,Percentage,,,,
0.7282000000000288,148,1.97%,100.00%,3.48%,6.73%,100.00%,,,,,,,,,,,,,,,0.99,7460,99.37%,50.36%,100.00%,66.99%,50.36%,不确定,0,0.00%,--,--,--,--
0.7281000000000288,148,1.97%,100.00%,3.48%,6.73%,100.00%,,,,,,,,,,,,,,,0.99,7460,99.37%,50.36%,100.00%,66.99%,50.36%,不确定,0,0.00%,--,--,--,--
0.7280000000000288,148,1.97%,100.00%,3.48%,6.73%,100.00%,,,,,,,,,,,,,,,0.99,7460,99.37%,50.36%,100.00%,66.99%,50.36%,不确定,0,0.00%,--,--,--,--
0.7279000000000289,148,1.97%,100.00%,3.48%,6.73%,100.00%,,,,,,,,,,,,,,,0.99,7460,99.37%,50.36%,100.00%,66.99%,50.36%,不确定,0,0.00%,--,--,--,--
0.7278000000000289,148,1.97%,100.00%,3.48%,6.73%,100.00%,,,,,,,,,,,,,,,0.99,7460,99.37%,50.36%,100.00%,66.99%,50.36%,不确定,0,0.00%,--,--,--,--
0.7277000000000289,148,1.97%,100.00%,3.48%,6.73%,100.00%,,,,,,,,,,,,,,,0.99,7460,99.37%,50.36%,100.00%,66.99%,50.36%,不确定,0,0.00%,--,--,--,--
0.7276000000000289,148,1.97%,100.00%,3.48%,6.73%,100.00%,,,,,,,,,,,,,,,0.99,7460,99.37%,50.36%,100.00%,66.99%,50.36%,不确定,0,0.00%,--,--,--,--
0.7275000000000289,148,1.97%,100.00%,3.48%,6.73%,100.00%,,,,,,,,,,,,,,,0.99,7460,99.37%,50.36%,100.00%,66.99%,50.36%,不确定,0,0.00%,--,--,--,--
0.7274000000000289,148,1.97%,100.00%,3.48%,6.73%,100.00%,,,,,,,,,,,,,,,0.99,7460,99.37%,50.36%,100.00%,66.99%,50.36%,不确定,0,0.00%,--,--,--,--
0.7273000000000289,148,1.97%,100.00%,3.48%,6.73%,100.00%,,,,,,,,,,,,,,,0.99,7460,99.37%,50.36%,100.00%,66.99%,50.36%,不确定,0,0.00%,--,--,--,--
0.7272000000000289,148,1.97%,100.00%,3.48%,6.73%,100.00%,,,,,,,,,,,,,,,0.99,7460,99.37%,50.36%,100.00%,66.99%,50.36%,不确定,0,0.00%,--,--,--,--
0.7271,148,1.97%,100.00%,3.48%,6.73%,100.00%,,,,,,,,,,,,,,,0.99,7460,99.37%,50.36%,100.00%,66.99%,50.36%,不确定,0,0.00%,--,--,--,--
0.727,148,1.97%,100.00%,3.48%,6.73%,100.00%,,,,,,,,,,,,,,,0.99,7460,99.37%,50.36%,100.00%,66.99%,50.36%,不确定,0,0.00%,--,--,--,--
0.7269,148,1.97%,100.00%,3.48%,6.73%,100.00%,,,,,,,,,,,,,,,0.99,7460,99.37%,50.36%,100.00%,66.99%,50.36%,不确定,0,0.00%,--,--,--,--
0.7268,148,1.97%,100.00%,3.48%,6.73%,100.00%,,,,,,,,,,,,,,,0.99,7460,99.37%,50.36%,100.00%,66.99%,50.36%,不确定,0,0.00%,--,--,--,--
0.7267,148,1.97%,100.00%,3.48%,6.73%,100.00%,,,,,,,,,,,,,,,0.99,7460,99.37%,50.36%,100.00%,66.99%,50.36%,不确定,0,0.00%,--,--,--,--
0.7266,148,1.97%,100.00%,3.48%,6.73%,100.00%,,,,,,,,,,,,,,,0.99,7460,99.37%,50.36%,100.00%,66.99%,50.36%,不确定,0,0.00%,--,--,--,--
0.7265,148,1.97%,100.00%,3.48%,6.73%,100.00%,,,,,,,,,,,,,,,0.99,7460,99.37%,50.36%,100.00%,66.99%,50.36%,不确定,0,0.00%,--,--,--,--
0.7264,148,1.97%,100.00%,3.48%,6.73%,100.00%,,,,,,,,,,,,,,,0.99,7460,99.37%,50.36%,100.00%,66.99%,50.36%,不确定,0,0.00%,--,--,--,--
0.7263,148,1.97%,100.00%,3.48%,6.73%,100.00%,,,,,,,,,,,,,,,0.99,7460,99.37%,50.36%,100.00%,66.99%,50.36%,不确定,0,0.00%,--,--,--,--
0.7262,148,1.97%,100.00%,3.48%,6.73%,100.00%,,,,,,,,,,,,,,,0.99,7460,99.37%,50.36%,100.00%,66.99%,50.36%,不确定,0,0.00%,--,--,--,--
0.7261000000000291,148,1.97%,100.00%,3.48%,6.73%,100.00%,,,,,,,,,,,,,,,0.99,7460,99.37%,50.36%,100.00%,66.99%,50.36%,不确定,0,0.00%,--,--,--,--
0.7260000000000291,148,1.97%,100.00%,3.48%,6.73%,100.00%,,,,,,,,,,,,,,,0.99,7460,99.37%,50.36%,100.00%,66.99%,50.36%,不确定,0,0.00%,--,--,--,--
0.7259000000000291,148,1.97%,100.00%,3.48%,6.73%,100.00%,,,,,,,,,,,,,,,0.99,7460,99.37%,50.36%,100.00%,66.99%,50.36%,不确定,0,0.00%,--,--,--,--
0.7258000000000291,148,1.97%,100.00%,3.48%,6.73%,100.00%,,,,,,,,,,,,,,,0.99,7460,99.37%,50.36%,100.00%,66.99%,50.36%,不确定,0,0.00%,--,--,--,--
0.7257000000000291,148,1.97%,100.00%,3.48%,6.73%,100.00%,,,,,,,,,,,,,,,0.99,7460,99.37%,50.36%,100.00%,66.99%,50.36%,不确定,0,0.00%,--,--,--,--
0.7256000000000291,148,1.97%,100.00%,3.48%,6.73%,100.00%,,,,,,,,,,,,,,,0.99,7460,99.37%,50.36%,100.00%,66.99%,50.36%,不确定,0,0.00%,--,--,--,--
0.7255000000000291,148,1.97%,100.00%,3.48%,6.73%,100.00%,,,,,,,,,,,,,,,0.99,7460,99.37%,50.36%,100.00%,66.99%,50.36%,不确定,0,0.00%,--,--,--,--
0.7254000000000291,148,1.97%,100.00%,3.48%,6.73%,100.00%,,,,,,,,,,,,,,,0.99,7460,99.37%,50.36%,100.00%,66.99%,50.36%,不确定,0,0.00%,--,--,--,--
0.7253000000000291,148,1.97%,100.00%,3.48%,6.73%,100.00%,,,,,,,,,,,,,,,0.99,7460,99.37%,50.36%,100.00%,66.99%,50.36%,不确定,0,0.00%,--,--,--,--
0.7252000000000292,148,1.97%,100.00%,3.48%,6.73%,100.00%,,,,,,,,,,,,,,,0.99,7460,99.37%,50.36%,100.00%,66.99%,50.36%,不确定,0,0.00%,--,--,--,--
0.7251000000000292,148,1.97%,100.00%,3.48%,6.73%,100.00%,,,,,,,,,,,,,,,0.99,7460,99.37%,50.36%,100.00%,66.99%,50.36%,不确定,0,0.00%,--,--,--,--
0.7250000000000292,148,1.97%,100.00%,3.48%,6.73%,100.00%,,,,,,,,,,,,,,,0.99,7460,99.37%,50.36%,100.00%,66.99%,50.36%,不确定,0,0.00%,--,--,--,--
0.7249000000000292,148,1.97%,100.00%,3.48%,6.73%,100.00%,,,,,,,,,,,,,,,0.99,7460,99.37%,50.36%,100.00%,66.99%,50.36%,不确定,0,0.00%,--,--,--,--
0.7248000000000292,148,1.97%,100.00%,3.48%,6.73%,100.00%,,,,,,,,,,,,,,,0.99,7460,99.37%,50.36%,100.00%,66.99%,50.36%,不确定,0,0.00%,--,--,--,--
0.7247000000000292,148,1.97%,100.00%,3.48%,6.73%,100.00%,,,,,,,,,,,,,,,0.99,7460,99.37%,50.36%,100.00%,66.99%,50.36%,不确定,0,0.00%,--,--,--,--
0.7246000000000292,148,1.97%,100.00%,3.48%,6.73%,100.00%,,,,,,,,,,,,,,,0.99,7460,99.37%,50.36%,100.00%,66.99%,50.36%,不确定,0,0.00%,--,--,--,--
0.7245000000000292,148,1.97%,100.00%,3.48%,6.73%,100.00%,,,,,,,,,,,,,,,0.99,7460,99.37%,50.36%,100.00%,66.99%,50.36%,不确定,0,0.00%,--,--,--,--
0.7244000000000292,148,1.97%,100.00%,3.48%,6.73%,100.00%,,,,,,,,,,,,,,,0.99,7460,99.37%,50.36%,100.00%,66.99%,50.36%,不确定,0,0.00%,--,--,--,--
0.7243000000000293,148,1.97%,100.00%,3.48%,6.73%,100.00%,,,,,,,,,,,,,,,0.99,7460,99.37%,50.36%,100.00%,66.99%,50.36%,不确定,0,0.00%,--,--,--,--
0.7242000000000293,148,1.97%,100.00%,3.48%,6.73%,100.00%,,,,,,,,,,,,,,,0.99,7460,99.37%,50.36%,100.00%,66.99%,50.36%,不确定,0,0.00%,--,--,--,--
0.7241000000000293,148,1.97%,100.00%,3.48%,6.73%,100.00%,,,,,,,,,,,,,,,0.99,7460,99.37%,50.36%,100.00%,66.99%,50.36%,不确定,0,0.00%,--,--,--,--
0.7240000000000293,148,1.97%,100.00%,3.48%,6.73%,100.00%,,,,,,,,,,,,,,,0.99,7460,99.37%,50.36%,100.00%,66.99%,50.36%,不确定,0,0.00%,--,--,--,--
0.7239000000000293,148,1.97%,100.00%,3.48%,6.73%,100.00%,,,,,,,,,,,,,,,0.99,7460,99.37%,50.36%,100.00%,66.99%,50.36%,不确定,0,0.00%,--,--,--,--
0.7238000000000293,148,1.97%,100.00%,3.48%,6.73%,100.00%,,,,,,,,,,,,,,,0.99,7460,99.37%,50.36%,100.00%,66.99%,50.36%,不确定,0,0.00%,--,--,--,--
0.7237000000000293,148,1.97%,100.00%,3.48%,6.73%,100.00%,,,,,,,,,,,,,,,0.99,7460,99.37%,50.36%,100.00%,66.99%,50.36%,不确定,0,0.00%,--,--,--,--
0.7236000000000293,148,1.97%,100.00%,3.48%,6.73%,100.00%,,,,,,,,,,,,,,,0.99,7460,99.37%,50.36%,100.00%,66.99%,50.36%,不确定,0,0.00%,--,--,--,--
0.7235000000000293,148,1.97%,100.00%,3.48%,6.73%,100.00%,,,,,,,,,,,,,,,0.99,7460,99.37%,50.36%,100.00%,66.99%,50.36%,不确定,0,0.00%,--,--,--,--
0.7234000000000294,148,1.97%,100.00%,3.48%,6.73%,100.00%,,,,,,,,,,,,,,,0.99,7460,99.37%,50.36%,100.00%,66.99%,50.36%,不确定,0,0.00%,--,--,--,--
0.7233000000000294,148,1.97%,100.00%,3.48%,6.73%,100.00%,,,,,,,,,,,,,,,0.99,7460,99.37%,50.36%,100.00%,66.99%,50.36%,不确定,0,0.00%,--,--,--,--
0.7232000000000294,148,1.97%,100.00%,3.48%,6.73%,100.00%,,,,,,,,,,,,,,,0.99,7460,99.37%,50.36%,100.00%,66.99%,50.36%,不确定,0,0.00%,--,--,--,--
0.7231000000000294,148,1.97%,100.00%,3.48%,6.73%,100.00%,,,,,,,,,,,,,,,0.99,7460,99.37%,50.36%,100.00%,66.99%,50.36%,不确定,0,0.00%,--,--,--,--
0.7230000000000294,148,1.97%,100.00%,3.48%,6.73%,100.00%,,,,,,,,,,,,,,,0.99,7460,99.37%,50.36%,100.00%,66.99%,50.36%,不确定,0,0.00%,--,--,--,--
0.7229000000000294,148,1.97%,100.00%,3.48%,6.73%,100.00%,,,,,,,,,,,,,,,0.99,7460,99.37%,50.36%,100.00%,66.99%,50.36%,不确定,0,0.00%,--,--,--,--
0.7228000000000294,148,1.97%,100.00%,3.48%,6.73%,100.00%,,,,,,,,,,,,,,,0.99,7460,99.37%,50.36%,100.00%,66.99%,50.36%,不确定,0,0.00%,--,--,--,--
0.7227000000000294,148,1.97%,100.00%,3.48%,6.73%,100.00%,,,,,,,,,,,,,,,0.99,7460,99.37%,50.36%,100.00%,66.99%,50.36%,不确定,0,0.00%,--,--,--,--
0.7226000000000294,148,1.97%,100.00%,3.48%,6.73%,100.00%,,,,,,,,,,,,,,,0.99,7460,99.37%,50.36%,100.00%,66.99%,50.36%,不确定,0,0.00%,--,--,--,--
0.7225000000000295,148,1.97%,100.00%,3.48%,6.73%,100.00%,,,,,,,,,,,,,,,0.99,7460,99.37%,50.36%,100.00%,66.99%,50.36%,不确定,0,0.00%,--,--,--,--
0.7224000000000295,149,1.98%,100.00%,3.51%,6.78%,100.00%,,,,,,,,,,,,,,,0.99,7460,99.37%,50.37%,100.00%,66.99%,50.37%,不确定,0,0.00%,--,--,--,--
0.7223000000000295,149,1.98%,100.00%,3.51%,6.78%,100.00%,,,,,,,,,,,,,,,0.99,7460,99.37%,50.37%,100.00%,66.99%,50.37%,不确定,0,0.00%,--,--,--,--
0.7222000000000295,149,1.98%,100.00%,3.51%,6.78%,100.00%,,,,,,,,,,,,,,,0.99,7460,99.37%,50.37%,100.00%,66.99%,50.37%,不确定,0,0.00%,--,--,--,--
0.7221000000000295,149,1.98%,100.00%,3.51%,6.78%,100.00%,,,,,,,,,,,,,,,0.99,7460,99.37%,50.37%,100.00%,66.99%,50.37%,不确定,0,0.00%,--,--,--,--
0.7220000000000295,149,1.98%,100.00%,3.51%,6.78%,100.00%,,,,,,,,,,,,,,,0.99,7460,99.37%,50.37%,100.00%,66.99%,50.37%,不确定,0,0.00%,--,--,--,--
0.7219000000000295,149,1.98%,100.00%,3.51%,6.78%,100.00%,,,,,,,,,,,,,,,0.99,7460,99.37%,50.37%,100.00%,66.99%,50.37%,不确定,0,0.00%,--,--,--,--
0.7218000000000295,149,1.98%,100.00%,3.51%,6.78%,100.00%,,,,,,,,,,,,,,,0.99,7460,99.37%,50.37%,100.00%,66.99%,50.37%,不确定,0,0.00%,--,--,--,--
0.7217000000000295,149,1.98%,100.00%,3.51%,6.78%,100.00%,,,,,,,,,,,,,,,0.99,7460,99.37%,50.37%,100.00%,66.99%,50.37%,不确定,0,0.00%,--,--,--,--
0.7216000000000296,149,1.98%,100.00%,3.51%,6.78%,100.00%,,,,,,,,,,,,,,,0.99,7460,99.37%,50.37%,100.00%,66.99%,50.37%,不确定,0,0.00%,--,--,--,--
0.7215000000000296,149,1.98%,100.00%,3.51%,6.78%,100.00%,,,,,,,,,,,,,,,0.99,7460,99.37%,50.37%,100.00%,66.99%,50.37%,不确定,0,0.00%,--,--,--,--
0.7214000000000296,149,1.98%,100.00%,3.51%,6.78%,100.00%,,,,,,,,,,,,,,,0.99,7460,99.37%,50.37%,100.00%,66.99%,50.37%,不确定,0,0.00%,--,--,--,--
0.7213000000000296,149,1.98%,100.00%,3.51%,6.78%,100.00%,,,,,,,,,,,,,,,0.99,7460,99.37%,50.37%,100.00%,66.99%,50.37%,不确定,0,0.00%,--,--,--,--
0.7212000000000296,149,1.98%,100.00%,3.51%,6.78%,100.00%,,,,,,,,,,,,,,,0.99,7460,99.37%,50.37%,100.00%,66.99%,50.37%,不确定,0,0.00%,--,--,--,--
0.7211000000000296,149,1.98%,100.00%,3.51%,6.78%,100.00%,,,,,,,,,,,,,,,0.99,7460,99.37%,50.37%,100.00%,66.99%,50.37%,不确定,0,0.00%,--,--,--,--
0.7210000000000296,149,1.98%,100.00%,3.51%,6.78%,100.00%,,,,,,,,,,,,,,,0.99,7460,99.37%,50.37%,100.00%,66.99%,50.37%,不确定,0,0.00%,--,--,--,--
0.7209000000000296,149,1.98%,100.00%,3.51%,6.78%,100.00%,,,,,,,,,,,,,,,0.99,7460,99.37%,50.37%,100.00%,66.99%,50.37%,不确定,0,0.00%,--,--,--,--
0.7208000000000296,149,1.98%,100.00%,3.51%,6.78%,100.00%,,,,,,,,,,,,,,,0.99,7460,99.37%,50.37%,100.00%,66.99%,50.37%,不确定,0,0.00%,--,--,--,--
0.7207000000000297,149,1.98%,100.00%,3.51%,6.78%,100.00%,,,,,,,,,,,,,,,0.99,7460,99.37%,50.37%,100.00%,66.99%,50.37%,不确定,0,0.00%,--,--,--,--
0.7206000000000297,149,1.98%,100.00%,3.51%,6.78%,100.00%,,,,,,,,,,,,,,,0.99,7460,99.37%,50.37%,100.00%,66.99%,50.37%,不确定,0,0.00%,--,--,--,--
0.7205000000000297,149,1.98%,100.00%,3.51%,6.78%,100.00%,,,,,,,,,,,,,,,0.99,7460,99.37%,50.37%,100.00%,66.99%,50.37%,不确定,0,0.00%,--,--,--,--
0.7204000000000297,149,1.98%,100.00%,3.51%,6.78%,100.00%,,,,,,,,,,,,,,,0.99,7460,99.37%,50.37%,100.00%,66.99%,50.37%,不确定,0,0.00%,--,--,--,--
0.7203000000000297,149,1.98%,100.00%,3.51%,6.78%,100.00%,,,,,,,,,,,,,,,0.99,7460,99.37%,50.37%,100.00%,66.99%,50.37%,不确定,0,0.00%,--,--,--,--
0.7202000000000297,149,1.98%,100.00%,3.51%,6.78%,100.00%,,,,,,,,,,,,,,,0.99,7460,99.37%,50.37%,100.00%,66.99%,50.37%,不确定,0,0.00%,--,--,--,--
0.7201000000000297,149,1.98%,100.00%,3.51%,6.78%,100.00%,,,,,,,,,,,,,,,0.99,7460,99.37%,50.37%,100.00%,66.99%,50.37%,不确定,0,0.00%,--,--,--,--
0.7200000000000297,149,1.98%,100.00%,3.51%,6.78%,100.00%,,,,,,,,,,,,,,,0.99,7460,99.37%,50.37%,100.00%,66.99%,50.37%,不确定,0,0.00%,--,--,--,--
0.7199000000000297,149,1.98%,100.00%,3.51%,6.78%,100.00%,,,,,,,,,,,,,,,0.99,7460,99.37%,50.37%,100.00%,66.99%,50.37%,不确定,0,0.00%,--,--,--,--
0.7198000000000297,149,1.98%,100.00%,3.51%,6.78%,100.00%,,,,,,,,,,,,,,,0.99,7460,99.37%,50.37%,100.00%,66.99%,50.37%,不确定,0,0.00%,--,--,--,--
0.7197000000000298,150,2.00%,100.00%,3.51%,6.78%,100.00%,,,,,,,,,,,,,,,0.99,7460,99.37%,50.37%,100.00%,66.99%,50.37%,不确定,0,0.00%,--,--,--,--
0.7196000000000298,150,2.00%,100.00%,3.51%,6.78%,100.00%,,,,,,,,,,,,,,,0.99,7460,99.37%,50.37%,100.00%,66.99%,50.37%,不确定,0,0.00%,--,--,--,--
0.7195000000000298,150,2.00%,100.00%,3.51%,6.78%,100.00%,,,,,,,,,,,,,,,0.99,7460,99.37%,50.37%,100.00%,66.99%,50.37%,不确定,0,0.00%,--,--,--,--
0.7194000000000298,150,2.00%,100.00%,3.51%,6.78%,100.00%,,,,,,,,,,,,,,,0.99,7460,99.37%,50.37%,100.00%,66.99%,50.37%,不确定,0,0.00%,--,--,--,--
0.7193000000000298,150,2.00%,100.00%,3.51%,6.78%,100.00%,,,,,,,,,,,,,,,0.99,7460,99.37%,50.37%,100.00%,66.99%,50.37%,不确定,0,0.00%,--,--,--,--
0.7192000000000298,150,2.00%,100.00%,3.51%,6.78%,100.00%,,,,,,,,,,,,,,,0.99,7460,99.37%,50.37%,100.00%,66.99%,50.37%,不确定,0,0.00%,--,--,--,--
0.7191000000000298,150,2.00%,100.00%,3.51%,6.78%,100.00%,,,,,,,,,,,,,,,0.99,7460,99.37%,50.37%,100.00%,66.99%,50.37%,不确定,0,0.00%,--,--,--,--
0.7190000000000298,150,2.00%,100.00%,3.51%,6.78%,100.00%,,,,,,,,,,,,,,,0.99,7460,99.37%,50.37%,100.00%,66.99%,50.37%,不确定,0,0.00%,--,--,--,--
0.7189000000000298,151,2.01%,100.00%,3.53%,6.82%,100.00%,,,,,,,,,,,,,,,0.99,7460,99.37%,50.37%,100.00%,67.00%,50.37%,不确定,0,0.00%,--,--,--,--
0.7188000000000299,151,2.01%,100.00%,3.53%,6.82%,100.00%,,,,,,,,,,,,,,,0.99,7460,99.37%,50.37%,100.00%,67.00%,50.37%,不确定,0,0.00%,--,--,--,--
0.7187000000000299,151,2.01%,100.00%,3.53%,6.82%,100.00%,,,,,,,,,,,,,,,0.99,7460,99.37%,50.37%,100.00%,67.00%,50.37%,不确定,0,0.00%,--,--,--,--
0.7186000000000299,151,2.01%,100.00%,3.53%,6.82%,100.00%,,,,,,,,,,,,,,,0.99,7460,99.37%,50.37%,100.00%,67.00%,50.37%,不确定,0,0.00%,--,--,--,--
0.7185000000000299,151,2.01%,100.00%,3.53%,6.82%,100.00%,,,,,,,,,,,,,,,0.99,7460,99.37%,50.37%,100.00%,67.00%,50.37%,不确定,0,0.00%,--,--,--,--
0.7184000000000299,151,2.01%,100.00%,3.53%,6.82%,100.00%,,,,,,,,,,,,,,,0.99,7460,99.37%,50.37%,100.00%,67.00%,50.37%,不确定,0,0.00%,--,--,--,--
0.7183000000000299,151,2.01%,100.00%,3.53%,6.82%,100.00%,,,,,,,,,,,,,,,0.99,7460,99.37%,50.37%,100.00%,67.00%,50.37%,不确定,0,0.00%,--,--,--,--
0.7182000000000299,151,2.01%,100.00%,3.53%,6.82%,100.00%,,,,,,,,,,,,,,,0.99,7460,99.37%,50.37%,100.00%,67.00%,50.37%,不确定,0,0.00%,--,--,--,--
0.7181000000000299,151,2.01%,100.00%,3.53%,6.82%,100.00%,,,,,,,,,,,,,,,0.99,7460,99.37%,50.37%,100.00%,67.00%,50.37%,不确定,0,0.00%,--,--,--,--
0.718,151,2.01%,100.00%,3.53%,6.82%,100.00%,,,,,,,,,,,,,,,0.99,7460,99.37%,50.37%,100.00%,67.00%,50.37%,不确定,0,0.00%,--,--,--,--
0.7179,151,2.01%,100.00%,3.53%,6.82%,100.00%,,,,,,,,,,,,,,,0.99,7460,99.37%,50.37%,100.00%,67.00%,50.37%,不确定,0,0.00%,--,--,--,--
0.7178,151,2.01%,100.00%,3.53%,6.82%,100.00%,,,,,,,,,,,,,,,0.99,7460,99.37%,50.37%,100.00%,67.00%,50.37%,不确定,0,0.00%,--,--,--,--
0.7177,151,2.01%,100.00%,3.53%,6.82%,100.00%,,,,,,,,,,,,,,,0.99,7460,99.37%,50.37%,100.00%,67.00%,50.37%,不确定,0,0.00%,--,--,--,--
0.7176,151,2.01%,100.00%,3.53%,6.82%,100.00%,,,,,,,,,,,,,,,0.99,7460,99.37%,50.37%,100.00%,67.00%,50.37%,不确定,0,0.00%,--,--,--,--
0.7175,151,2.01%,100.00%,3.53%,6.82%,100.00%,,,,,,,,,,,,,,,0.99,7460,99.37%,50.37%,100.00%,67.00%,50.37%,不确定,0,0.00%,--,--,--,--
0.7174,151,2.01%,100.00%,3.53%,6.82%,100.00%,,,,,,,,,,,,,,,0.99,7460,99.37%,50.37%,100.00%,67.00%,50.37%,不确定,0,0.00%,--,--,--,--
0.7173,151,2.01%,100.00%,3.53%,6.82%,100.00%,,,,,,,,,,,,,,,0.99,7460,99.37%,50.37%,100.00%,67.00%,50.37%,不确定,0,0.00%,--,--,--,--
0.7172,151,2.01%,100.00%,3.53%,6.82%,100.00%,,,,,,,,,,,,,,,0.99,7460,99.37%,50.37%,100.00%,67.00%,50.37%,不确定,0,0.00%,--,--,--,--
0.7171,151,2.01%,100.00%,3.53%,6.82%,100.00%,,,,,,,,,,,,,,,0.99,7460,99.37%,50.37%,100.00%,67.00%,50.37%,不确定,0,0.00%,--,--,--,--
0.7170000000000301,151,2.01%,100.00%,3.53%,6.82%,100.00%,,,,,,,,,,,,,,,0.99,7460,99.37%,50.37%,100.00%,67.00%,50.37%,不确定,0,0.00%,--,--,--,--
0.7169000000000301,151,2.01%,100.00%,3.53%,6.82%,100.00%,,,,,,,,,,,,,,,0.99,7460,99.37%,50.37%,100.00%,67.00%,50.37%,不确定,0,0.00%,--,--,--,--
0.7168000000000301,151,2.01%,100.00%,3.53%,6.82%,100.00%,,,,,,,,,,,,,,,0.99,7460,99.37%,50.37%,100.00%,67.00%,50.37%,不确定,0,0.00%,--,--,--,--
0.7167000000000301,151,2.01%,100.00%,3.53%,6.82%,100.00%,,,,,,,,,,,,,,,0.99,7460,99.37%,50.37%,100.00%,67.00%,50.37%,不确定,0,0.00%,--,--,--,--
0.7166000000000301,151,2.01%,100.00%,3.53%,6.82%,100.00%,,,,,,,,,,,,,,,0.99,7460,99.37%,50.37%,100.00%,67.00%,50.37%,不确定,0,0.00%,--,--,--,--
0.7165000000000301,151,2.01%,100.00%,3.53%,6.82%,100.00%,,,,,,,,,,,,,,,0.99,7460,99.37%,50.37%,100.00%,67.00%,50.37%,不确定,0,0.00%,--,--,--,--
0.7164000000000301,151,2.01%,100.00%,3.53%,6.82%,100.00%,,,,,,,,,,,,,,,0.99,7460,99.37%,50.37%,100.00%,67.00%,50.37%,不确定,0,0.00%,--,--,--,--
0.7163000000000301,151,2.01%,100.00%,3.53%,6.82%,100.00%,,,,,,,,,,,,,,,0.99,7460,99.37%,50.37%,100.00%,67.00%,50.37%,不确定,0,0.00%,--,--,--,--
0.7162000000000301,151,2.01%,100.00%,3.53%,6.82%,100.00%,,,,,,,,,,,,,,,0.99,7460,99.37%,50.37%,100.00%,67.00%,50.37%,不确定,0,0.00%,--,--,--,--
0.7161000000000302,151,2.01%,100.00%,3.53%,6.82%,100.00%,,,,,,,,,,,,,,,0.99,7460,99.37%,50.37%,100.00%,67.00%,50.37%,不确定,0,0.00%,--,--,--,--
0.7160000000000302,151,2.01%,100.00%,3.53%,6.82%,100.00%,,,,,,,,,,,,,,,0.99,7460,99.37%,50.37%,100.00%,67.00%,50.37%,不确定,0,0.00%,--,--,--,--
0.7159000000000302,151,2.01%,100.00%,3.53%,6.82%,100.00%,,,,,,,,,,,,,,,0.99,7460,99.37%,50.37%,100.00%,67.00%,50.37%,不确定,0,0.00%,--,--,--,--
0.7158000000000302,151,2.01%,100.00%,3.53%,6.82%,100.00%,,,,,,,,,,,,,,,0.99,7460,99.37%,50.37%,100.00%,67.00%,50.37%,不确定,0,0.00%,--,--,--,--
0.7157000000000302,151,2.01%,100.00%,3.53%,6.82%,100.00%,,,,,,,,,,,,,,,0.99,7460,99.37%,50.37%,100.00%,67.00%,50.37%,不确定,0,0.00%,--,--,--,--
0.7156000000000302,151,2.01%,100.00%,3.53%,6.82%,100.00%,,,,,,,,,,,,,,,0.99,7460,99.37%,50.37%,100.00%,67.00%,50.37%,不确定,0,0.00%,--,--,--,--
0.7155000000000302,151,2.01%,100.00%,3.53%,6.82%,100.00%,,,,,,,,,,,,,,,0.99,7460,99.37%,50.37%,100.00%,67.00%,50.37%,不确定,0,0.00%,--,--,--,--
0.7154000000000302,151,2.01%,100.00%,3.53%,6.82%,100.00%,,,,,,,,,,,,,,,0.99,7460,99.37%,50.37%,100.00%,67.00%,50.37%,不确定,0,0.00%,--,--,--,--
0.7153000000000302,151,2.01%,100.00%,3.53%,6.82%,100.00%,,,,,,,,,,,,,,,0.99,7460,99.37%,50.37%,100.00%,67.00%,50.37%,不确定,0,0.00%,--,--,--,--
0.7152000000000303,151,2.01%,100.00%,3.53%,6.82%,100.00%,,,,,,,,,,,,,,,0.99,7460,99.37%,50.37%,100.00%,67.00%,50.37%,不确定,0,0.00%,--,--,--,--
0.7151000000000303,151,2.01%,100.00%,3.53%,6.82%,100.00%,,,,,,,,,,,,,,,0.99,7460,99.37%,50.37%,100.00%,67.00%,50.37%,不确定,0,0.00%,--,--,--,--
0.7150000000000303,151,2.01%,100.00%,3.53%,6.82%,100.00%,,,,,,,,,,,,,,,0.99,7460,99.37%,50.37%,100.00%,67.00%,50.37%,不确定,0,0.00%,--,--,--,--
0.7149000000000303,151,2.01%,100.00%,3.53%,6.82%,100.00%,,,,,,,,,,,,,,,0.99,7460,99.37%,50.37%,100.00%,67.00%,50.37%,不确定,0,0.00%,--,--,--,--
0.7148000000000303,151,2.01%,100.00%,3.53%,6.82%,100.00%,,,,,,,,,,,,,,,0.99,7460,99.37%,50.37%,100.00%,67.00%,50.37%,不确定,0,0.00%,--,--,--,--
0.7147000000000303,151,2.01%,100.00%,3.53%,6.82%,100.00%,,,,,,,,,,,,,,,0.99,7460,99.37%,50.37%,100.00%,67.00%,50.37%,不确定,0,0.00%,--,--,--,--
0.7146000000000303,151,2.01%,100.00%,3.53%,6.82%,100.00%,,,,,,,,,,,,,,,0.99,7460,99.37%,50.37%,100.00%,67.00%,50.37%,不确定,0,0.00%,--,--,--,--
0.7145000000000303,151,2.01%,100.00%,3.53%,6.82%,100.00%,,,,,,,,,,,,,,,0.99,7460,99.37%,50.37%,100.00%,67.00%,50.37%,不确定,0,0.00%,--,--,--,--
